PlayerName,Year,Stage,STG,GC,PC,KOM,SPR,SUM,BKY,ASS,Total
Edward King,2014,Stage 6,-,-,-,-,-,-,-,2,2,
Edward King,2014,Stage 7,-,-,-,-,-,-,-,6,6,
Edward King,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Edward King,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Edward King,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 1,-,-,-,-,-,-,-,4,4,
Zakkari Dempster,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 3,25,-,-,-,-,-,-,-,25,
Zakkari Dempster,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 9,-,-,-,-,-,-,-,2,2,
Zakkari Dempster,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 13,-,-,-,-,-,-,-,2,2,
Zakkari Dempster,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Zakkari Dempster,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 8,-,-,-,-,12,-,10,-,22,
Adrien Petit,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Adrien Petit,2014,Stage 21,10,-,-,-,-,-,-,-,10,
Adrien Petit,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 1,-,-,-,-,-,-,-,4,4,
Sebastian Langeveld,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 12,-,-,-,-,6,-,10,-,16,
Sebastian Langeveld,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 19,-,-,-,-,-,-,-,6,6,
Sebastian Langeveld,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Sebastian Langeveld,2014,Stage 21,-,-,-,-,3,-,-,2,5,
Sebastian Langeveld,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 1,-,-,-,4,-,-,-,-,4,
Lars Bak,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 6,-,-,-,-,-,-,-,6,6,
Lars Bak,2014,Stage 7,-,-,-,-,-,-,-,2,2,
Lars Bak,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 9,-,-,-,-,-,-,-,6,6,
Lars Bak,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 11,-,-,-,-,-,-,-,6,6,
Lars Bak,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Lars Bak,2014,Stage 21,-,-,-,-,6,-,-,-,6,
Lars Bak,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 1,-,-,-,-,-,-,-,12,12,
Dries Devenyns,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 3,-,-,-,-,-,-,-,6,6,
Dries Devenyns,2014,Stage 4,-,-,-,-,-,-,-,6,6,
Dries Devenyns,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 6,-,-,-,-,1,-,-,-,1,
Dries Devenyns,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 11,-,-,-,-,-,-,-,4,4,
Dries Devenyns,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Dries Devenyns,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 2,-,-,-,-,-,-,-,8,8,
Michael Schar,2014,Stage 3,-,-,-,-,-,-,-,2,2,
Michael Schar,2014,Stage 4,-,-,-,-,-,-,-,2,2,
Michael Schar,2014,Stage 5,-,-,-,-,-,-,-,2,2,
Michael Schar,2014,Stage 6,-,-,-,-,-,-,-,2,2,
Michael Schar,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 9,-,-,-,-,-,-,-,2,2,
Michael Schar,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Michael Schar,2014,End-of-Tour,-,-,-,-,-,-,-,10,10,
Peter Stetina,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 2,-,-,-,-,-,-,-,8,8,
Peter Stetina,2014,Stage 3,-,-,-,-,-,-,-,2,2,
Peter Stetina,2014,Stage 4,-,-,-,-,-,-,-,2,2,
Peter Stetina,2014,Stage 5,-,-,-,-,-,-,-,2,2,
Peter Stetina,2014,Stage 6,-,-,-,-,-,-,-,2,2,
Peter Stetina,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 9,-,-,-,-,-,-,-,2,2,
Peter Stetina,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Peter Stetina,2014,End-of-Tour,-,-,-,-,-,-,-,10,10,
Jerome Pineau,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 6,-,-,-,-,10,-,10,-,20,
Jerome Pineau,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 13,-,-,-,-,-,4,-,-,4,
Jerome Pineau,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 15,-,-,-,-,-,-,-,4,4,
Jerome Pineau,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Jerome Pineau,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 10,-,-,-,-,-,-,10,-,10,
Marcel Wyss,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 15,-,-,-,-,-,-,-,4,4,
Marcel Wyss,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 18,-,-,-,-,4,-,10,-,14,
Marcel Wyss,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Marcel Wyss,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 8,-,-,-,-,-,-,-,4,4,
Matteo Tosatto,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 13,-,-,-,-,-,-,-,4,4,
Matteo Tosatto,2014,Stage 14,-,-,-,-,-,-,-,6,6,
Matteo Tosatto,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 16,-,-,-,-,-,-,-,6,6,
Matteo Tosatto,2014,Stage 17,-,-,-,-,-,-,-,6,6,
Matteo Tosatto,2014,Stage 18,-,-,-,-,-,-,-,2,2,
Matteo Tosatto,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Matteo Tosatto,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 1,-,-,-,6,10,-,10,-,26,
Benoit Jarrier,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Benoit Jarrier,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 1,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 2,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 3,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 4,-,-,-,-,-,-,-,2,2,
William Bonnet,2014,Stage 5,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 6,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 7,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 8,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 9,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 10,-,-,-,-,-,-,-,4,4,
William Bonnet,2014,Stage 11,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 12,-,-,-,-,-,-,-,2,2,
William Bonnet,2014,Stage 13,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 14,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 15,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 16,-,-,-,-,-,-,-,2,2,
William Bonnet,2014,Stage 17,-,-,-,-,-,-,-,2,2,
William Bonnet,2014,Stage 18,-,-,-,-,-,-,-,8,8,
William Bonnet,2014,Stage 19,-,-,-,-,-,-,-,4,4,
William Bonnet,2014,Stage 20,-,-,-,-,-,-,-,-,0,
William Bonnet,2014,Stage 21,-,-,-,-,-,-,-,2,2,
William Bonnet,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 4,-,-,-,-,-,-,-,2,2,
Mickael Delage,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 10,-,-,-,-,-,-,-,4,4,
Mickael Delage,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 12,-,-,-,-,-,-,-,2,2,
Mickael Delage,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 16,-,-,-,-,-,-,-,2,2,
Mickael Delage,2014,Stage 17,-,-,-,-,-,-,-,2,2,
Mickael Delage,2014,Stage 18,-,-,-,-,-,-,-,8,8,
Mickael Delage,2014,Stage 19,-,-,-,-,-,-,-,4,4,
Mickael Delage,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Mickael Delage,2014,Stage 21,-,-,-,-,-,-,-,2,2,
Mickael Delage,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 4,-,-,-,-,-,-,-,2,2,
Cedric Pineau,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 10,-,-,-,-,-,-,-,4,4,
Cedric Pineau,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 12,-,-,-,-,-,-,-,2,2,
Cedric Pineau,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 16,-,-,-,-,-,-,-,2,2,
Cedric Pineau,2014,Stage 17,-,-,-,-,-,-,-,2,2,
Cedric Pineau,2014,Stage 18,-,-,-,-,-,-,-,8,8,
Cedric Pineau,2014,Stage 19,-,-,-,-,-,-,-,4,4,
Cedric Pineau,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Cedric Pineau,2014,Stage 21,-,-,-,-,-,-,-,2,2,
Cedric Pineau,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 4,-,-,-,-,-,-,-,4,4,
Vladimir Isaychev,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 6,-,-,-,-,-,-,-,4,4,
Vladimir Isaychev,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 12,-,-,-,-,-,-,-,6,6,
Vladimir Isaychev,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 15,-,-,-,-,-,-,-,6,6,
Vladimir Isaychev,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 19,-,-,-,-,-,-,-,2,2,
Vladimir Isaychev,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Vladimir Isaychev,2014,Stage 21,-,-,-,-,-,-,-,4,4,
Vladimir Isaychev,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 4,-,-,-,-,-,-,-,4,4,
Luca Paolini,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 6,-,-,-,-,-,-,-,4,4,
Luca Paolini,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 12,-,-,-,-,-,-,-,6,6,
Luca Paolini,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 15,-,-,-,-,-,-,-,6,6,
Luca Paolini,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 19,-,-,-,-,-,-,-,2,2,
Luca Paolini,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Luca Paolini,2014,Stage 21,-,-,-,-,-,-,-,4,4,
Luca Paolini,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Gatis Smukulis,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Gatis Smukulis,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Gatis Smukulis,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Gatis Smukulis,2014,Stage 4,-,-,-,-,-,-,-,4,4,
Gatis Smukulis,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Gatis Smukulis,2014,Stage 6,-,-,-,-,-,-,-,4,4,
Gatis Smukulis,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Gatis Smukulis,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Gatis Smukulis,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Gatis Smukulis,2014,Stage 10,-,-,-,-,-,-,-,-,0,
