PlayerName,Year,Stage,STG,GC,PC,KOM,SPR,SUM,BKY,ASS,Total
Matteo Montaguti,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Matteo Montaguti,2014,Stage 21,-,-,-,-,-,-,-,10,10,
Matteo Montaguti,2014,End-of-Tour,-,-,-,-,-,-,-,40,40,
Thomas Voeckler,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Thomas Voeckler,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Thomas Voeckler,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Thomas Voeckler,2014,Stage 4,-,-,-,2,15,-,10,-,27,
Thomas Voeckler,2014,Stage 5,-,-,-,2,-,-,-,-,2,
Thomas Voeckler,2014,Stage 6,-,-,-,1,-,-,-,-,1,
Thomas Voeckler,2014,Stage 7,-,-,-,1,-,-,-,-,1,
Thomas Voeckler,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Thomas Voeckler,2014,Stage 9,-,-,-,1,-,-,-,-,1,
Thomas Voeckler,2014,Stage 10,-,-,-,6,6,20,10,-,42,
Thomas Voeckler,2014,Stage 11,-,-,-,6,-,-,-,-,6,
Thomas Voeckler,2014,Stage 12,-,-,-,6,-,-,-,-,6,
Thomas Voeckler,2014,Stage 13,-,-,-,1,-,-,-,-,1,
Thomas Voeckler,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Thomas Voeckler,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Thomas Voeckler,2014,Stage 16,120,-,-,3,-,25,-,-,148,
Thomas Voeckler,2014,Stage 17,-,-,-,2,-,-,-,-,2,
Thomas Voeckler,2014,Stage 18,-,-,-,-,-,-,10,-,10,
Thomas Voeckler,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Thomas Voeckler,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Thomas Voeckler,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Thomas Voeckler,2014,End-of-Tour,-,-,-,20,-,-,-,5,25,
Lars Boom,2014,Stage 1,-,-,-,-,-,-,-,2,2,
Lars Boom,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Lars Boom,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Lars Boom,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Lars Boom,2014,Stage 5,150,-,-,-,-,-,-,4,154,
Lars Boom,2014,Stage 6,-,-,-,-,-,-,-,4,4,
Lars Boom,2014,Stage 7,-,-,-,-,-,-,-,4,4,
Lars Boom,2014,Stage 8,-,-,-,-,-,-,-,4,4,
Lars Boom,2014,Stage 9,-,-,-,-,-,-,-,4,4,
Lars Boom,2014,Stage 10,-,-,-,-,-,-,-,2,2,
Lars Boom,2014,Stage 11,-,-,-,-,-,-,-,2,2,
Lars Boom,2014,Stage 12,-,-,-,-,-,-,-,2,2,
Lars Boom,2014,Stage 13,-,-,-,-,-,-,-,4,4,
Lars Boom,2014,Stage 14,-,-,-,-,-,-,-,4,4,
Lars Boom,2014,Stage 15,-,-,-,-,-,-,-,4,4,
Lars Boom,2014,Stage 16,-,-,-,-,-,-,-,4,4,
Lars Boom,2014,Stage 17,-,-,-,-,-,-,-,4,4,
Lars Boom,2014,Stage 18,-,-,-,-,10,-,10,4,24,
Lars Boom,2014,Stage 19,-,-,-,-,-,-,-,4,4,
Lars Boom,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Lars Boom,2014,Stage 21,-,-,-,-,5,-,-,4,9,
Lars Boom,2014,End-of-Tour,-,-,-,-,-,-,-,30,30,
Arnaud Demare,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 3,10,-,-,-,5,-,-,-,15,
Arnaud Demare,2014,Stage 4,100,-,1,-,-,-,-,-,101,
Arnaud Demare,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 10,-,-,-,-,-,-,-,4,4,
Arnaud Demare,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 12,100,-,-,-,-,-,-,-,100,
Arnaud Demare,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 16,-,-,-,-,-,-,-,2,2,
Arnaud Demare,2014,Stage 17,-,-,-,-,-,-,-,2,2,
Arnaud Demare,2014,Stage 18,-,-,-,-,-,-,-,8,8,
Arnaud Demare,2014,Stage 19,-,-,-,-,-,-,-,4,4,
Arnaud Demare,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Arnaud Demare,2014,Stage 21,20,-,-,-,-,-,-,2,22,
Arnaud Demare,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Giovanni Visconti,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Giovanni Visconti,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Giovanni Visconti,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Giovanni Visconti,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Giovanni Visconti,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Giovanni Visconti,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Giovanni Visconti,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Giovanni Visconti,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Giovanni Visconti,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Giovanni Visconti,2014,Stage 10,-,-,-,-,3,14,10,4,31,
Giovanni Visconti,2014,Stage 11,-,-,-,-,-,-,-,2,2,
Giovanni Visconti,2014,Stage 12,-,-,-,-,-,-,-,2,2,
Giovanni Visconti,2014,Stage 13,-,-,-,-,-,-,10,4,14,
Giovanni Visconti,2014,Stage 14,-,-,-,-,-,-,-,4,4,
Giovanni Visconti,2014,Stage 15,-,-,-,-,-,-,-,4,4,
Giovanni Visconti,2014,Stage 16,-,-,-,-,-,-,-,4,4,
Giovanni Visconti,2014,Stage 17,120,-,-,-,-,25,-,6,151,
Giovanni Visconti,2014,Stage 18,-,-,-,-,-,-,-,2,2,
Giovanni Visconti,2014,Stage 19,-,-,-,-,-,-,-,2,2,
Giovanni Visconti,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Giovanni Visconti,2014,Stage 21,-,-,-,-,-,-,-,2,2,
Giovanni Visconti,2014,End-of-Tour,-,-,-,15,-,-,-,20,35,
Romain Feillu,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 3,40,-,-,-,-,-,-,-,40,
Romain Feillu,2014,Stage 4,10,-,-,-,-,-,-,-,10,
Romain Feillu,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 6,70,-,-,-,-,-,-,-,70,
Romain Feillu,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 12,25,-,-,-,2,-,-,-,27,
Romain Feillu,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 15,50,-,-,-,-,-,-,-,50,
Romain Feillu,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 19,25,-,-,-,-,-,-,-,25,
Romain Feillu,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Romain Feillu,2014,Stage 21,30,-,-,-,-,-,-,-,30,
Romain Feillu,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 7,60,-,-,-,-,-,-,-,60,
Cyril Gautier,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 9,10,7,-,-,3,-,-,-,20,
Cyril Gautier,2014,Stage 10,-,3,-,-,-,-,-,-,3,
Cyril Gautier,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 14,-,-,-,-,-,-,10,-,10,
Cyril Gautier,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 16,80,-,-,-,2,10,-,4,96,
Cyril Gautier,2014,Stage 17,-,-,-,-,5,-,-,-,5,
Cyril Gautier,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 19,-,-,-,-,6,-,10,-,16,
Cyril Gautier,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Cyril Gautier,2014,End-of-Tour,-,30,-,-,-,-,-,5,35,
Yuri Trofimov,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Yuri Trofimov,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Yuri Trofimov,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Yuri Trofimov,2014,Stage 4,-,-,-,-,-,-,-,4,4,
Yuri Trofimov,2014,Stage 5,-,4,-,-,-,-,-,-,4,
Yuri Trofimov,2014,Stage 6,-,5,-,-,-,-,-,4,9,
Yuri Trofimov,2014,Stage 7,-,4,-,-,-,-,-,-,4,
Yuri Trofimov,2014,Stage 8,-,4,-,-,-,-,-,-,4,
Yuri Trofimov,2014,Stage 9,-,1,-,-,-,-,-,-,1,
Yuri Trofimov,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Yuri Trofimov,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Yuri Trofimov,2014,Stage 12,-,-,-,-,-,-,-,6,6,
Yuri Trofimov,2014,Stage 13,-,1,-,-,-,-,-,-,1,
Yuri Trofimov,2014,Stage 14,-,5,-,-,-,-,-,-,5,
Yuri Trofimov,2014,Stage 15,-,4,-,-,-,-,-,6,10,
Yuri Trofimov,2014,Stage 16,-,6,-,-,-,-,-,-,6,
Yuri Trofimov,2014,Stage 17,-,7,-,-,-,-,-,-,7,
Yuri Trofimov,2014,Stage 18,-,7,-,-,1,20,10,-,38,
Yuri Trofimov,2014,Stage 19,-,7,-,-,-,-,-,2,9,
Yuri Trofimov,2014,Stage 20,-,7,-,-,-,-,-,-,7,
Yuri Trofimov,2014,Stage 21,-,7,-,-,-,-,-,4,11,
Yuri Trofimov,2014,End-of-Tour,-,100,-,-,-,-,-,-,100,
Andriy Grivko,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Andriy Grivko,2014,Stage 2,-,-,-,-,-,-,-,16,16,
Andriy Grivko,2014,Stage 3,-,-,-,-,-,-,-,10,10,
Andriy Grivko,2014,Stage 4,-,-,-,-,-,-,-,10,10,
Andriy Grivko,2014,Stage 5,-,-,-,-,-,-,-,22,22,
Andriy Grivko,2014,Stage 6,-,-,-,-,-,-,-,16,16,
Andriy Grivko,2014,Stage 7,-,-,-,-,-,-,-,16,16,
Andriy Grivko,2014,Stage 8,-,-,-,-,-,-,-,18,18,
Andriy Grivko,2014,Stage 9,-,-,-,-,-,-,-,10,10,
Andriy Grivko,2014,Stage 10,-,-,-,-,-,-,-,16,16,
Andriy Grivko,2014,Stage 11,-,-,-,-,-,-,-,10,10,
Andriy Grivko,2014,Stage 12,-,-,-,-,-,-,-,10,10,
Andriy Grivko,2014,Stage 13,-,-,-,-,-,-,-,12,12,
Andriy Grivko,2014,Stage 14,-,-,-,-,-,-,-,10,10,
Andriy Grivko,2014,Stage 15,-,-,-,-,3,-,-,6,9,
Andriy Grivko,2014,Stage 16,-,-,-,-,-,-,-,6,6,
Andriy Grivko,2014,Stage 17,-,-,-,-,-,-,-,8,8,
Andriy Grivko,2014,Stage 18,-,-,-,-,-,-,-,12,12,
Andriy Grivko,2014,Stage 19,-,-,-,-,-,-,-,6,6,
Andriy Grivko,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Andriy Grivko,2014,Stage 21,-,-,-,-,-,-,-,6,6,
Andriy Grivko,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 3,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 4,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 6,30,-,-,-,-,-,-,-,30,
Sylvain Chavanel,2014,Stage 7,50,-,-,-,-,-,-,-,50,
Sylvain Chavanel,2014,Stage 8,30,-,-,4,10,-,10,-,54,
Sylvain Chavanel,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 11,20,-,-,-,-,-,-,-,20,
Sylvain Chavanel,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 15,-,-,-,-,5,-,-,4,9,
Sylvain Chavanel,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 18,-,-,-,-,-,-,10,-,10,
Sylvain Chavanel,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,Stage 20,50,-,-,-,-,-,-,-,50,
Sylvain Chavanel,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Sylvain Chavanel,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Michele Scarponi,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Michele Scarponi,2014,Stage 2,-,-,-,-,-,-,-,16,16,
Michele Scarponi,2014,Stage 3,-,-,-,-,-,-,-,10,10,
Michele Scarponi,2014,Stage 4,-,-,-,-,2,-,-,10,12,
Michele Scarponi,2014,Stage 5,-,-,-,-,-,-,-,22,22,
Michele Scarponi,2014,Stage 6,-,-,-,-,-,-,-,16,16,
Michele Scarponi,2014,Stage 7,-,-,-,-,-,-,-,16,16,
Michele Scarponi,2014,Stage 8,-,-,-,-,-,-,-,18,18,
Michele Scarponi,2014,Stage 9,-,-,-,-,-,-,-,10,10,
Michele Scarponi,2014,Stage 10,-,-,-,-,-,-,-,16,16,
Michele Scarponi,2014,Stage 11,-,-,-,-,-,-,-,10,10,
Michele Scarponi,2014,Stage 12,-,-,-,-,-,-,-,10,10,
Michele Scarponi,2014,Stage 13,-,-,-,-,-,-,-,12,12,
Michele Scarponi,2014,Stage 14,-,-,-,-,-,-,-,10,10,
Michele Scarponi,2014,Stage 15,-,-,-,-,-,-,-,6,6,
Michele Scarponi,2014,Stage 16,-,-,-,-,-,-,-,6,6,
Michele Scarponi,2014,Stage 17,-,-,-,-,-,-,-,8,8,
Michele Scarponi,2014,Stage 18,-,-,-,-,-,-,-,12,12,
Michele Scarponi,2014,Stage 19,-,-,-,-,-,-,-,6,6,
Michele Scarponi,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Michele Scarponi,2014,Stage 21,-,-,-,-,-,-,-,6,6,
Michele Scarponi,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Dmitriy Gruzdev,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Dmitriy Gruzdev,2014,Stage 2,-,-,-,-,-,-,-,16,16,
Dmitriy Gruzdev,2014,Stage 3,-,-,-,-,-,-,-,10,10,
Dmitriy Gruzdev,2014,Stage 4,-,-,-,-,-,-,-,10,10,
Dmitriy Gruzdev,2014,Stage 5,-,-,-,-,-,-,-,22,22,
Dmitriy Gruzdev,2014,Stage 6,-,-,-,-,-,-,-,16,16,
Dmitriy Gruzdev,2014,Stage 7,-,-,-,-,-,-,-,16,16,
Dmitriy Gruzdev,2014,Stage 8,-,-,-,-,-,-,-,18,18,
Dmitriy Gruzdev,2014,Stage 9,-,-,-,-,-,-,-,10,10,
Dmitriy Gruzdev,2014,Stage 10,-,-,-,-,-,-,-,16,16,
Dmitriy Gruzdev,2014,Stage 11,-,-,-,-,-,-,-,10,10,
Dmitriy Gruzdev,2014,Stage 12,-,-,-,-,-,-,-,10,10,
Dmitriy Gruzdev,2014,Stage 13,-,-,-,-,-,-,-,12,12,
Dmitriy Gruzdev,2014,Stage 14,-,-,-,-,-,-,-,10,10,
Dmitriy Gruzdev,2014,Stage 15,-,-,-,-,-,-,-,6,6,
Dmitriy Gruzdev,2014,Stage 16,-,-,-,-,-,-,-,6,6,
Dmitriy Gruzdev,2014,Stage 17,-,-,-,-,-,-,-,8,8,
Dmitriy Gruzdev,2014,Stage 18,-,-,-,-,-,-,-,12,12,
Dmitriy Gruzdev,2014,Stage 19,-,-,-,-,-,-,-,6,6,
Dmitriy Gruzdev,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Dmitriy Gruzdev,2014,Stage 21,-,-,-,-,-,-,-,6,6,
Dmitriy Gruzdev,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Maxim Iglinskiy,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Maxim Iglinskiy,2014,Stage 2,-,-,-,-,-,-,-,16,16,
Maxim Iglinskiy,2014,Stage 3,-,-,-,-,-,-,-,10,10,
Maxim Iglinskiy,2014,Stage 4,-,-,-,-,-,-,-,10,10,
Maxim Iglinskiy,2014,Stage 5,-,-,-,-,-,-,-,22,22,
Maxim Iglinskiy,2014,Stage 6,-,-,-,-,-,-,-,16,16,
Maxim Iglinskiy,2014,Stage 7,-,-,-,-,-,-,-,16,16,
Maxim Iglinskiy,2014,Stage 8,-,-,-,-,-,-,-,18,18,
Maxim Iglinskiy,2014,Stage 9,-,-,-,-,-,-,-,10,10,
Maxim Iglinskiy,2014,Stage 10,-,-,-,-,-,-,-,16,16,
Maxim Iglinskiy,2014,Stage 11,-,-,-,-,-,-,-,10,10,
Maxim Iglinskiy,2014,Stage 12,-,-,-,-,-,-,-,10,10,
Maxim Iglinskiy,2014,Stage 13,-,-,-,-,-,-,-,12,12,
Maxim Iglinskiy,2014,Stage 14,-,-,-,-,-,-,-,10,10,
Maxim Iglinskiy,2014,Stage 15,-,-,-,-,-,-,-,6,6,
Maxim Iglinskiy,2014,Stage 16,-,-,-,-,-,-,-,6,6,
Maxim Iglinskiy,2014,Stage 17,-,-,-,-,-,-,-,8,8,
Maxim Iglinskiy,2014,Stage 18,-,-,-,-,-,-,-,12,12,
Maxim Iglinskiy,2014,Stage 19,-,-,-,-,-,-,-,6,6,
Maxim Iglinskiy,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Maxim Iglinskiy,2014,Stage 21,-,-,-,-,-,-,-,6,6,
Maxim Iglinskiy,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Alessandro Vanotti,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Alessandro Vanotti,2014,Stage 2,-,-,-,-,-,-,-,16,16,
Alessandro Vanotti,2014,Stage 3,-,-,-,-,-,-,-,10,10,
Alessandro Vanotti,2014,Stage 4,-,-,-,-,-,-,-,10,10,
Alessandro Vanotti,2014,Stage 5,-,-,-,-,-,-,-,22,22,
Alessandro Vanotti,2014,Stage 6,-,-,-,-,-,-,-,16,16,
Alessandro Vanotti,2014,Stage 7,-,-,-,-,-,-,-,16,16,
Alessandro Vanotti,2014,Stage 8,-,-,-,-,-,-,-,18,18,
Alessandro Vanotti,2014,Stage 9,-,-,-,-,-,-,-,10,10,
Alessandro Vanotti,2014,Stage 10,-,-,-,-,-,-,-,16,16,
Alessandro Vanotti,2014,Stage 11,-,-,-,-,-,-,-,10,10,
Alessandro Vanotti,2014,Stage 12,-,-,-,-,-,-,-,10,10,
Alessandro Vanotti,2014,Stage 13,-,-,-,-,-,-,-,12,12,
Alessandro Vanotti,2014,Stage 14,-,-,-,-,-,-,-,10,10,
Alessandro Vanotti,2014,Stage 15,-,-,-,-,-,-,-,6,6,
Alessandro Vanotti,2014,Stage 16,-,-,-,-,-,-,-,6,6,
Alessandro Vanotti,2014,Stage 17,-,-,-,-,-,-,-,8,8,
Alessandro Vanotti,2014,Stage 18,-,-,-,-,-,-,-,12,12,
Alessandro Vanotti,2014,Stage 19,-,-,-,-,-,-,-,6,6,
Alessandro Vanotti,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Alessandro Vanotti,2014,Stage 21,-,-,-,-,-,-,-,6,6,
Alessandro Vanotti,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 2,15,13,-,-,-,-,-,-,28,
Alberto Contador,2014,Stage 3,-,14,-,-,-,-,-,-,14,
Alberto Contador,2014,Stage 4,-,16,-,-,-,-,-,-,16,
Alberto Contador,2014,Stage 5,-,2,-,-,-,-,-,-,2,
Alberto Contador,2014,Stage 6,-,3,-,-,-,-,-,-,3,
Alberto Contador,2014,Stage 7,-,5,-,-,-,-,-,-,5,
Alberto Contador,2014,Stage 8,120,15,-,-,-,-,-,-,135,
Alberto Contador,2014,Stage 9,-,12,-,-,-,-,-,-,12,
Alberto Contador,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 15,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Alberto Contador,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 1,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 2,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 3,60,-,-,-,-,-,-,-,60,
Heinrich Haussler,2014,Stage 4,25,-,-,-,-,-,-,-,25,
Heinrich Haussler,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 7,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 8,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 10,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 11,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 12,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 13,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 14,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 15,120,-,-,-,-,-,-,-,120,
Heinrich Haussler,2014,Stage 16,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,Stage 21,-,-,-,-,-,-,-,-,0,
Heinrich Haussler,2014,End-of-Tour,-,-,-,-,-,-,-,-,0,
Geraint Thomas,2014,Stage 1,-,4,-,-,-,-,-,6,10,
Geraint Thomas,2014,Stage 2,-,-,-,-,-,-,-,6,6,
Geraint Thomas,2014,Stage 3,-,-,-,-,-,-,-,6,6,
Geraint Thomas,2014,Stage 4,-,-,-,-,-,-,-,6,6,
Geraint Thomas,2014,Stage 5,-,7,-,-,-,-,-,-,7,
Geraint Thomas,2014,Stage 6,-,7,-,-,-,-,-,-,7,
Geraint Thomas,2014,Stage 7,-,6,-,-,-,-,-,2,8,
Geraint Thomas,2014,Stage 8,-,6,-,-,-,-,-,4,10,
Geraint Thomas,2014,Stage 9,-,3,-,-,-,-,-,-,3,
Geraint Thomas,2014,Stage 10,-,7,-,-,-,-,-,4,11,
Geraint Thomas,2014,Stage 11,-,8,-,-,-,-,-,4,12,
Geraint Thomas,2014,Stage 12,-,9,-,-,-,-,-,4,13,
Geraint Thomas,2014,Stage 13,-,3,-,-,-,-,-,2,5,
Geraint Thomas,2014,Stage 14,-,3,-,-,10,6,10,2,31,
Geraint Thomas,2014,Stage 15,-,3,-,-,-,-,-,2,5,
Geraint Thomas,2014,Stage 16,-,5,-,-,-,-,-,4,9,
Geraint Thomas,2014,Stage 17,-,-,-,-,-,-,-,-,0,
Geraint Thomas,2014,Stage 18,-,-,-,-,-,-,-,-,0,
Geraint Thomas,2014,Stage 19,-,-,-,-,-,-,-,-,0,
Geraint Thomas,2014,Stage 20,-,-,-,-,-,-,-,-,0,
Geraint Thomas,2014,Stage 21,-,-,-,-,10,-,-,-,10,
Geraint Thomas,2014,End-of-Tour,-,45,-,-,-,-,-,-,45,
Vasil Kiryienka,2014,Stage 1,-,-,-,-,-,-,-,6,6,
Vasil Kiryienka,2014,Stage 2,-,-,-,-,-,-,-,6,6,
Vasil Kiryienka,2014,Stage 3,-,-,-,-,-,-,-,6,6,
Vasil Kiryienka,2014,Stage 4,-,-,-,-,-,-,-,6,6,
Vasil Kiryienka,2014,Stage 5,-,-,-,-,-,-,-,-,0,
Vasil Kiryienka,2014,Stage 6,-,-,-,-,-,-,-,-,0,
Vasil Kiryienka,2014,Stage 7,-,-,-,-,-,-,-,2,2,
Vasil Kiryienka,2014,Stage 8,-,-,-,-,-,-,-,4,4,
Vasil Kiryienka,2014,Stage 9,-,-,-,-,-,-,-,-,0,
Vasil Kiryienka,2014,Stage 10,-,-,-,-,-,-,-,4,4,
Vasil Kiryienka,2014,Stage 11,-,-,-,-,-,-,-,4,4,
Vasil Kiryienka,2014,Stage 12,-,-,-,-,-,-,-,4,4,
Vasil Kiryienka,2014,Stage 13,-,-,-,-,-,-,-,2,2,
