PlayerName,Year,Stage,STG,GC,PC,KOM,SPR,SUM,BKY,ASS,Total
Sebastien Reichenbach,2016,Stage 18,-,8,-,-,-,-,-,-,8,
Sebastien Reichenbach,2016,Stage 19,-,7,-,-,-,-,-,-,7,
Sebastien Reichenbach,2016,Stage 20,-,7,-,-,-,-,-,-,7,
Sebastien Reichenbach,2016,Stage 21,-,7,-,-,-,-,-,-,7,
Sebastien Reichenbach,2016,Final Classifications,-,100,-,-,-,-,-,-,100,
Daryl Impey,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Daryl Impey,2016,Stage 2,-,-,-,-,-,-,-,6,6,
Daryl Impey,2016,Stage 3,-,-,-,-,-,-,-,6,6,
Daryl Impey,2016,Stage 4,-,-,-,-,-,-,-,6,6,
Daryl Impey,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Daryl Impey,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Daryl Impey,2016,Stage 7,150,-,-,2,-,6,-,4,162,
Daryl Impey,2016,Stage 8,-,-,-,-,-,-,-,4,4,
Daryl Impey,2016,Stage 9,-,-,-,-,-,-,-,4,4,
Daryl Impey,2016,Stage 10,70,-,-,-,3,-,10,10,93,
Daryl Impey,2016,Stage 11,-,-,-,-,-,-,-,4,4,
Daryl Impey,2016,Stage 12,-,-,-,-,-,-,-,4,4,
Daryl Impey,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Daryl Impey,2016,Stage 14,-,-,-,-,-,-,-,2,2,
Daryl Impey,2016,Stage 15,-,-,-,-,-,-,-,2,2,
Daryl Impey,2016,Stage 16,-,-,-,-,-,-,-,2,2,
Daryl Impey,2016,Stage 17,-,-,-,-,-,-,-,2,2,
Daryl Impey,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Daryl Impey,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Daryl Impey,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Daryl Impey,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Daryl Impey,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Mikel Nieve,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Mikel Nieve,2016,Stage 2,-,-,-,-,-,-,-,4,4,
Mikel Nieve,2016,Stage 3,-,-,-,-,-,-,-,4,4,
Mikel Nieve,2016,Stage 4,-,-,-,-,-,-,-,4,4,
Mikel Nieve,2016,Stage 5,-,-,-,-,-,-,-,4,4,
Mikel Nieve,2016,Stage 6,-,-,-,-,-,-,-,4,4,
Mikel Nieve,2016,Stage 7,-,-,-,-,-,-,-,4,4,
Mikel Nieve,2016,Stage 8,-,-,-,-,-,4,-,16,20,
Mikel Nieve,2016,Stage 9,-,-,-,-,-,-,-,10,10,
Mikel Nieve,2016,Stage 10,-,-,-,-,-,-,-,8,8,
Mikel Nieve,2016,Stage 11,-,-,-,-,-,-,-,12,12,
Mikel Nieve,2016,Stage 12,-,1,-,-,-,-,-,8,9,
Mikel Nieve,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Mikel Nieve,2016,Stage 14,-,-,-,-,-,-,-,8,8,
Mikel Nieve,2016,Stage 15,-,2,-,-,-,-,-,10,12,
Mikel Nieve,2016,Stage 16,-,2,-,-,-,-,-,10,12,
Mikel Nieve,2016,Stage 17,-,3,-,-,-,-,-,10,13,
Mikel Nieve,2016,Stage 18,-,3,-,-,-,-,-,-,3,
Mikel Nieve,2016,Stage 19,-,2,-,-,-,-,-,10,12,
Mikel Nieve,2016,Stage 20,-,4,-,-,-,-,-,10,14,
Mikel Nieve,2016,Stage 21,-,4,-,-,-,-,-,10,14,
Mikel Nieve,2016,Final Classifications,-,70,-,-,-,-,-,30,100,
Alexis Vuillermoz,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 9,-,-,-,-,3,-,10,-,13,
Alexis Vuillermoz,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 15,120,1,-,-,-,10,-,-,131,
Alexis Vuillermoz,2016,Stage 16,-,1,-,-,-,-,-,-,1,
Alexis Vuillermoz,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Alexis Vuillermoz,2016,Stage 19,-,1,-,-,8,16,10,10,45,
Alexis Vuillermoz,2016,Stage 20,-,1,-,-,-,-,-,4,5,
Alexis Vuillermoz,2016,Stage 21,-,1,-,-,-,-,-,4,5,
Alexis Vuillermoz,2016,Final Classifications,-,55,-,-,-,-,-,10,65,
Nelson Oliveira,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Nelson Oliveira,2016,Stage 2,-,-,-,-,-,-,-,6,6,
Nelson Oliveira,2016,Stage 3,-,-,-,-,-,-,-,4,4,
Nelson Oliveira,2016,Stage 4,-,-,-,-,-,-,-,4,4,
Nelson Oliveira,2016,Stage 5,-,-,-,-,-,-,-,4,4,
Nelson Oliveira,2016,Stage 6,-,-,-,-,-,-,-,4,4,
Nelson Oliveira,2016,Stage 7,-,-,-,-,-,-,-,2,2,
Nelson Oliveira,2016,Stage 8,-,-,-,-,-,-,-,2,2,
Nelson Oliveira,2016,Stage 9,-,-,-,-,-,-,-,6,6,
Nelson Oliveira,2016,Stage 10,-,-,-,-,-,-,-,4,4,
Nelson Oliveira,2016,Stage 11,-,-,-,-,-,-,-,4,4,
Nelson Oliveira,2016,Stage 12,-,-,-,-,-,-,-,6,6,
Nelson Oliveira,2016,Stage 13,120,-,-,-,-,-,-,-,120,
Nelson Oliveira,2016,Stage 14,-,-,-,-,-,-,-,4,4,
Nelson Oliveira,2016,Stage 15,-,-,-,-,-,-,-,6,6,
Nelson Oliveira,2016,Stage 16,-,-,-,-,-,-,-,6,6,
Nelson Oliveira,2016,Stage 17,-,-,-,-,-,-,-,6,6,
Nelson Oliveira,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Nelson Oliveira,2016,Stage 19,-,-,-,-,-,-,-,10,10,
Nelson Oliveira,2016,Stage 20,-,-,-,-,2,-,-,14,16,
Nelson Oliveira,2016,Stage 21,-,-,-,-,-,-,-,8,8,
Nelson Oliveira,2016,Final Classifications,-,-,-,-,-,-,-,40,40,
Edward Theuns,2016,Stage 1,80,16,-,-,-,-,-,4,100,
Edward Theuns,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 3,80,-,-,-,-,-,-,-,80,
Edward Theuns,2016,Stage 4,25,-,-,-,2,-,-,-,27,
Edward Theuns,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 6,50,-,-,-,4,-,-,-,54,
Edward Theuns,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Edward Theuns,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Jasper Stuyven,2016,Stage 1,20,9,-,-,-,-,-,4,33,
Jasper Stuyven,2016,Stage 2,-,-,-,10,8,-,10,-,28,
Jasper Stuyven,2016,Stage 3,-,-,-,10,-,-,-,-,10,
Jasper Stuyven,2016,Stage 4,-,-,-,10,-,-,-,-,10,
Jasper Stuyven,2016,Stage 5,-,-,-,4,-,-,-,-,4,
Jasper Stuyven,2016,Stage 6,-,-,-,4,-,-,-,-,4,
Jasper Stuyven,2016,Stage 7,-,-,-,1,-,-,-,-,1,
Jasper Stuyven,2016,Stage 8,-,-,-,-,10,-,-,-,10,
Jasper Stuyven,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Jasper Stuyven,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Jasper Stuyven,2016,Stage 11,70,-,-,-,-,-,-,-,70,
Jasper Stuyven,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Jasper Stuyven,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Jasper Stuyven,2016,Stage 14,-,-,-,-,-,-,-,4,4,
Jasper Stuyven,2016,Stage 15,-,-,-,-,-,-,-,4,4,
Jasper Stuyven,2016,Stage 16,-,-,-,-,-,-,-,4,4,
Jasper Stuyven,2016,Stage 17,-,-,-,-,-,-,-,4,4,
Jasper Stuyven,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Jasper Stuyven,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Jasper Stuyven,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Jasper Stuyven,2016,Stage 21,70,-,-,-,-,-,-,-,70,
Jasper Stuyven,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 1,5,6,-,-,-,-,-,-,11,
John Degenkolb,2016,Stage 2,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 3,15,-,-,-,-,-,-,-,15,
John Degenkolb,2016,Stage 4,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 5,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 6,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 7,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 8,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 9,-,-,-,-,-,-,-,6,6,
John Degenkolb,2016,Stage 10,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 11,20,-,-,-,-,-,-,-,20,
John Degenkolb,2016,Stage 12,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 13,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 14,100,-,-,-,-,-,-,-,100,
John Degenkolb,2016,Stage 15,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 16,100,-,-,-,-,-,-,-,100,
John Degenkolb,2016,Stage 17,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 18,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 19,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 20,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Stage 21,-,-,-,-,-,-,-,-,0,
John Degenkolb,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Winner Anacona,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Winner Anacona,2016,Stage 2,-,-,-,-,-,-,-,6,6,
Winner Anacona,2016,Stage 3,-,-,-,-,-,-,-,4,4,
Winner Anacona,2016,Stage 4,-,-,-,-,-,-,-,4,4,
Winner Anacona,2016,Stage 5,-,-,-,-,-,-,-,4,4,
Winner Anacona,2016,Stage 6,-,-,-,-,-,-,-,4,4,
Winner Anacona,2016,Stage 7,-,-,-,-,-,-,-,2,2,
Winner Anacona,2016,Stage 8,-,-,-,-,-,-,-,2,2,
Winner Anacona,2016,Stage 9,80,-,-,-,-,12,10,6,108,
Winner Anacona,2016,Stage 10,-,-,-,-,-,-,-,4,4,
Winner Anacona,2016,Stage 11,-,-,-,-,-,-,-,4,4,
Winner Anacona,2016,Stage 12,-,-,-,-,-,-,-,6,6,
Winner Anacona,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Winner Anacona,2016,Stage 14,-,-,-,-,-,-,-,4,4,
Winner Anacona,2016,Stage 15,-,-,-,-,-,-,-,6,6,
Winner Anacona,2016,Stage 16,-,-,-,-,-,-,-,6,6,
Winner Anacona,2016,Stage 17,-,-,-,-,-,-,-,6,6,
Winner Anacona,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Winner Anacona,2016,Stage 19,-,-,-,-,-,-,-,10,10,
Winner Anacona,2016,Stage 20,-,-,-,-,-,-,-,14,14,
Winner Anacona,2016,Stage 21,-,-,-,-,-,-,-,8,8,
Winner Anacona,2016,Final Classifications,-,-,-,-,-,-,-,40,40,
Warren Barguil,2016,Stage 1,15,8,-,-,-,-,-,-,23,
Warren Barguil,2016,Stage 2,10,18,-,-,-,-,-,-,28,
Warren Barguil,2016,Stage 3,-,16,-,-,-,-,-,-,16,
Warren Barguil,2016,Stage 4,-,18,-,-,-,-,-,-,18,
Warren Barguil,2016,Stage 5,-,15,-,-,-,-,-,-,15,
Warren Barguil,2016,Stage 6,-,15,-,-,-,-,-,-,15,
Warren Barguil,2016,Stage 7,-,13,-,-,-,-,-,-,13,
Warren Barguil,2016,Stage 8,-,7,-,-,-,-,-,-,7,
Warren Barguil,2016,Stage 9,-,6,-,-,-,-,-,6,12,
Warren Barguil,2016,Stage 10,-,6,-,-,-,-,-,-,6,
Warren Barguil,2016,Stage 11,-,6,-,-,-,-,-,-,6,
Warren Barguil,2016,Stage 12,-,6,-,-,-,-,-,-,6,
Warren Barguil,2016,Stage 13,-,5,-,-,-,-,-,-,5,
Warren Barguil,2016,Stage 14,-,5,-,-,-,-,-,-,5,
Warren Barguil,2016,Stage 15,-,3,-,-,-,-,-,-,3,
Warren Barguil,2016,Stage 16,-,3,-,-,-,-,-,-,3,
Warren Barguil,2016,Stage 17,-,1,-,-,-,-,-,-,1,
Warren Barguil,2016,Stage 18,-,1,-,-,-,-,-,-,1,
Warren Barguil,2016,Stage 19,10,3,-,-,-,-,-,-,13,
Warren Barguil,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Warren Barguil,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Warren Barguil,2016,Final Classifications,-,40,-,-,-,-,-,-,40,
Mikel Landa,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Mikel Landa,2016,Stage 2,-,-,-,-,-,-,-,4,4,
Mikel Landa,2016,Stage 3,-,-,-,-,-,-,-,4,4,
Mikel Landa,2016,Stage 4,-,-,-,-,-,-,-,4,4,
Mikel Landa,2016,Stage 5,-,-,-,-,-,-,-,4,4,
Mikel Landa,2016,Stage 6,-,-,-,-,-,-,-,4,4,
Mikel Landa,2016,Stage 7,-,-,-,-,-,-,-,4,4,
Mikel Landa,2016,Stage 8,-,-,-,-,-,10,-,16,26,
Mikel Landa,2016,Stage 9,-,-,-,-,-,-,-,10,10,
Mikel Landa,2016,Stage 10,15,-,-,-,-,-,10,8,33,
Mikel Landa,2016,Stage 11,-,-,-,-,-,-,-,12,12,
Mikel Landa,2016,Stage 12,-,-,-,-,-,-,-,8,8,
Mikel Landa,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Mikel Landa,2016,Stage 14,-,-,-,-,-,-,-,8,8,
Mikel Landa,2016,Stage 15,-,-,-,-,-,-,-,10,10,
Mikel Landa,2016,Stage 16,-,-,-,-,-,-,-,10,10,
Mikel Landa,2016,Stage 17,-,-,-,-,-,-,-,10,10,
Mikel Landa,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Mikel Landa,2016,Stage 19,20,-,-,-,-,-,-,10,30,
Mikel Landa,2016,Stage 20,-,-,-,-,-,-,-,10,10,
Mikel Landa,2016,Stage 21,-,-,-,-,-,-,-,10,10,
Mikel Landa,2016,Final Classifications,-,-,-,-,-,-,-,30,30,
Dylan Groenewegen,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 3,30,-,-,-,-,-,-,-,30,
Dylan Groenewegen,2016,Stage 4,100,-,-,-,-,-,-,-,100,
Dylan Groenewegen,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 6,60,-,-,-,-,-,-,-,60,
Dylan Groenewegen,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 10,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 11,15,-,-,-,-,-,-,-,15,
Dylan Groenewegen,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 14,25,-,-,-,-,-,-,-,25,
Dylan Groenewegen,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Dylan Groenewegen,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Damiano Caruso,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Damiano Caruso,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Damiano Caruso,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Damiano Caruso,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Damiano Caruso,2016,Stage 5,-,-,-,-,-,-,-,18,18,
Damiano Caruso,2016,Stage 6,-,-,-,-,-,-,-,12,12,
Damiano Caruso,2016,Stage 7,-,-,-,-,-,-,-,12,12,
Damiano Caruso,2016,Stage 8,-,-,-,-,-,-,-,6,6,
Damiano Caruso,2016,Stage 9,-,-,-,-,-,-,-,2,2,
Damiano Caruso,2016,Stage 10,50,-,-,-,10,-,10,6,76,
Damiano Caruso,2016,Stage 11,-,1,-,-,-,-,-,6,7,
Damiano Caruso,2016,Stage 12,-,2,-,-,-,-,-,6,8,
Damiano Caruso,2016,Stage 13,-,2,-,-,-,-,-,-,2,
Damiano Caruso,2016,Stage 14,-,2,-,-,-,-,-,6,8,
Damiano Caruso,2016,Stage 15,-,-,-,-,-,-,-,2,2,
Damiano Caruso,2016,Stage 16,-,-,-,-,-,-,-,2,2,
Damiano Caruso,2016,Stage 17,-,-,-,-,-,-,-,2,2,
Damiano Caruso,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Damiano Caruso,2016,Stage 19,-,-,-,-,-,-,-,2,2,
Damiano Caruso,2016,Stage 20,-,-,-,-,-,-,-,2,2,
Damiano Caruso,2016,Stage 21,-,-,-,-,-,-,-,2,2,
Damiano Caruso,2016,Final Classifications,-,45,-,-,-,-,-,20,65,
Tony Gallopin,2016,Stage 1,-,-,-,-,-,-,-,6,6,
Tony Gallopin,2016,Stage 2,60,8,-,-,-,-,-,-,68,
Tony Gallopin,2016,Stage 3,-,13,-,-,-,-,-,4,17,
Tony Gallopin,2016,Stage 4,-,10,-,-,-,-,-,-,10,
Tony Gallopin,2016,Stage 5,-,-,-,-,-,-,-,4,4,
Tony Gallopin,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2016,Stage 9,-,-,-,-,-,-,10,-,10,
Tony Gallopin,2016,Stage 10,30,-,-,-,6,-,10,-,46,
Tony Gallopin,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2016,Stage 12,-,-,-,-,-,-,-,6,6,
Tony Gallopin,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2016,Stage 17,-,-,-,-,-,-,10,-,10,
Tony Gallopin,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2016,Stage 19,-,-,-,-,-,25,10,-,35,
Tony Gallopin,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Tony Gallopin,2016,Stage 21,-,-,-,-,-,-,-,6,6,
Tony Gallopin,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2016,Stage 2,70,6,-,-,-,-,-,-,76,
Wilco Kelderman,2016,Stage 3,-,7,-,-,-,-,-,-,7,
Wilco Kelderman,2016,Stage 4,-,7,-,-,-,-,-,-,7,
Wilco Kelderman,2016,Stage 5,-,10,-,-,-,-,-,-,10,
Wilco Kelderman,2016,Stage 6,-,9,-,-,-,-,-,-,9,
Wilco Kelderman,2016,Stage 7,-,8,-,-,-,-,-,-,8,
Wilco Kelderman,2016,Stage 8,-,5,-,-,-,-,-,-,5,
Wilco Kelderman,2016,Stage 9,-,2,-,-,-,-,-,-,2,
Wilco Kelderman,2016,Stage 10,-,2,-,-,-,-,-,-,2,
Wilco Kelderman,2016,Stage 11,-,3,-,-,-,-,-,-,3,
Wilco Kelderman,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2016,Stage 20,60,-,-,-,8,15,-,-,83,
Wilco Kelderman,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 4,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 6,-,1,-,-,-,-,-,-,1,
Thibaut Pinot,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 8,-,-,-,6,-,30,10,-,46,
Thibaut Pinot,2016,Stage 9,70,-,-,10,1,46,10,-,137,
Thibaut Pinot,2016,Stage 10,-,-,-,10,-,-,-,-,10,
Thibaut Pinot,2016,Stage 11,-,-,-,10,-,-,-,-,10,
Thibaut Pinot,2016,Stage 12,-,-,-,6,-,-,-,-,6,
Thibaut Pinot,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 14,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 15,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 19,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 20,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Stage 21,-,-,-,-,-,-,-,-,0,
Thibaut Pinot,2016,Final Classifications,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 1,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 2,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 3,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 4,40,-,-,-,-,-,-,-,40,
Samuel Dumoulin,2016,Stage 5,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 6,15,-,-,-,-,-,-,-,15,
Samuel Dumoulin,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 9,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 10,80,-,-,-,2,-,10,-,92,
Samuel Dumoulin,2016,Stage 11,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 13,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 14,30,-,-,-,-,-,-,-,30,
Samuel Dumoulin,2016,Stage 15,-,-,-,-,-,-,-,2,2,
Samuel Dumoulin,2016,Stage 16,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 17,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 18,-,-,-,-,-,-,-,-,0,
Samuel Dumoulin,2016,Stage 19,-,-,-,-,-,-,-,10,10,
Samuel Dumoulin,2016,Stage 20,-,-,-,-,-,-,-,4,4,
Samuel Dumoulin,2016,Stage 21,-,-,-,-,-,-,-,4,4,
Samuel Dumoulin,2016,Final Classifications,-,-,-,-,-,-,-,10,10,
Maciej Bodnar,2016,Stage 1,-,-,-,-,-,-,-,4,4,
Maciej Bodnar,2016,Stage 2,-,-,-,-,-,-,-,12,12,
Maciej Bodnar,2016,Stage 3,-,-,-,-,-,-,-,6,6,
Maciej Bodnar,2016,Stage 4,-,-,-,-,-,-,-,8,8,
Maciej Bodnar,2016,Stage 5,-,-,-,-,-,-,-,2,2,
Maciej Bodnar,2016,Stage 6,-,-,-,-,-,-,-,-,0,
Maciej Bodnar,2016,Stage 7,-,-,-,-,-,-,-,-,0,
Maciej Bodnar,2016,Stage 8,-,-,-,-,-,-,-,-,0,
Maciej Bodnar,2016,Stage 9,-,-,-,-,-,-,-,2,2,
Maciej Bodnar,2016,Stage 10,-,-,-,-,-,-,-,4,4,
Maciej Bodnar,2016,Stage 11,120,-,-,-,-,-,-,6,126,
Maciej Bodnar,2016,Stage 12,-,-,-,-,-,-,-,-,0,
Maciej Bodnar,2016,Stage 13,20,-,-,-,-,-,-,-,20,
Maciej Bodnar,2016,Stage 14,-,-,-,-,-,-,-,2,2,
Maciej Bodnar,2016,Stage 15,-,-,-,-,-,-,-,4,4,
