PlayerName,Year,Stage,STG,GC,PC,KOM,SPR,SUM,BKY,ASS,Total
Michael Matthews,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Michael Matthews,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Michael Matthews,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Michael Matthews,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Michael Matthews,2015,Stage 15,50,-,-,-,-,-,-,-,50,
Michael Matthews,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Michael Matthews,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Michael Matthews,2015,Stage 18,-,-,-,-,2,-,-,-,2,
Michael Matthews,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Michael Matthews,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Michael Matthews,2015,Stage 21,40,-,-,-,-,-,-,-,40,
Michael Matthews,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 1,60,14,-,-,-,-,-,-,74,
Matthias Brandle,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 9,15,-,-,-,-,-,-,-,15,
Matthias Brandle,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 16,-,-,-,-,-,-,-,2,2,
Matthias Brandle,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Matthias Brandle,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 13,80,-,-,-,-,-,-,-,80,
Paul Martens,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 15,10,-,-,-,-,-,-,-,10,
Paul Martens,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Paul Martens,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 3,-,-,-,-,-,-,-,6,6,
Jacopo Guarnieri,2015,Stage 4,60,-,-,-,-,-,-,-,60,
Jacopo Guarnieri,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 7,10,-,-,-,-,-,-,-,10,
Jacopo Guarnieri,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 12,-,-,-,-,-,-,-,6,6,
Jacopo Guarnieri,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 15,-,-,-,-,-,-,-,2,2,
Jacopo Guarnieri,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Jacopo Guarnieri,2015,Stage 21,-,-,-,-,3,-,-,2,5,
Jacopo Guarnieri,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 5,15,-,-,-,-,-,-,-,15,
Reinardt Janse Van Rensburg,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 7,50,-,-,-,-,-,-,-,50,
Reinardt Janse Van Rensburg,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 14,-,-,-,-,-,-,-,6,6,
Reinardt Janse Van Rensburg,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 16,-,-,-,-,-,-,-,4,4,
Reinardt Janse Van Rensburg,2015,Stage 17,-,-,-,-,-,-,-,4,4,
Reinardt Janse Van Rensburg,2015,Stage 18,-,-,-,-,-,-,-,4,4,
Reinardt Janse Van Rensburg,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Reinardt Janse Van Rensburg,2015,Final Classifications,-,-,-,-,-,-,-,5,5,
Tanel Kangert,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 9,20,-,-,-,-,-,-,-,20,
Tanel Kangert,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 12,-,-,-,-,-,-,-,4,4,
Tanel Kangert,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 19,-,-,-,-,-,-,-,8,8,
Tanel Kangert,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Tanel Kangert,2015,Final Classifications,-,45,-,-,-,-,-,10,55,
Julien Vermote,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Stage 2,-,-,-,-,-,-,-,8,8,
Julien Vermote,2015,Stage 3,-,-,-,-,-,-,-,8,8,
Julien Vermote,2015,Stage 4,-,-,-,-,-,-,-,16,16,
Julien Vermote,2015,Stage 5,-,-,-,-,-,-,-,12,12,
Julien Vermote,2015,Stage 6,-,-,-,-,-,-,-,16,16,
Julien Vermote,2015,Stage 7,-,-,-,-,-,-,-,10,10,
Julien Vermote,2015,Stage 8,-,-,-,-,-,-,-,2,2,
Julien Vermote,2015,Stage 9,10,-,-,-,-,-,-,2,12,
Julien Vermote,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Stage 17,-,-,-,-,-,-,-,2,2,
Julien Vermote,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Julien Vermote,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 7,60,-,-,-,-,-,-,-,60,
Tyler Farrar,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 14,-,-,-,-,-,-,-,6,6,
Tyler Farrar,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 16,-,-,-,-,-,-,-,4,4,
Tyler Farrar,2015,Stage 17,-,-,-,-,-,-,-,4,4,
Tyler Farrar,2015,Stage 18,-,-,-,-,-,-,-,4,4,
Tyler Farrar,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Tyler Farrar,2015,Final Classifications,-,-,-,-,-,-,-,5,5,
Nacer Bouhanni,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 2,-,-,-,-,2,-,-,-,2,
Nacer Bouhanni,2015,Stage 3,-,-,-,-,10,-,-,-,10,
Nacer Bouhanni,2015,Stage 4,70,-,-,-,-,-,-,-,70,
Nacer Bouhanni,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Nacer Bouhanni,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 13,-,-,-,-,6,-,10,-,16,
Alexandre Geniez,2015,Stage 14,-,-,-,-,-,-,-,4,4,
Alexandre Geniez,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Stage 20,-,-,-,-,15,30,10,6,61,
Alexandre Geniez,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Alexandre Geniez,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 15,60,-,-,-,-,-,-,-,60,
Christophe Laporte,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Christophe Laporte,2015,Stage 21,20,-,-,-,-,-,-,-,20,
Christophe Laporte,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 4,-,-,-,-,10,-,10,-,20,
Lieuwe Westra,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 9,20,-,-,-,-,-,-,-,20,
Lieuwe Westra,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 12,-,-,-,-,5,-,10,4,19,
Lieuwe Westra,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 19,-,-,-,-,-,-,-,8,8,
Lieuwe Westra,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Lieuwe Westra,2015,Final Classifications,-,-,-,-,-,-,-,10,10,
Daniele Bennati,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 2,-,-,-,-,-,-,-,4,4,
Daniele Bennati,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 4,-,-,-,-,-,-,-,4,4,
Daniele Bennati,2015,Stage 5,-,-,-,-,-,-,-,6,6,
Daniele Bennati,2015,Stage 6,-,-,-,-,-,-,-,6,6,
Daniele Bennati,2015,Stage 7,-,-,-,-,-,-,-,8,8,
Daniele Bennati,2015,Stage 8,-,-,-,-,-,-,-,8,8,
Daniele Bennati,2015,Stage 9,25,-,-,-,-,-,-,4,29,
Daniele Bennati,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 11,-,-,-,-,4,-,-,8,12,
Daniele Bennati,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Daniele Bennati,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 1,15,8,-,-,-,-,-,-,23,
Alex Dowsett,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 8,-,-,-,-,-,-,-,2,2,
Alex Dowsett,2015,Stage 9,30,-,-,-,-,-,-,-,30,
Alex Dowsett,2015,Stage 10,-,-,-,-,-,-,-,6,6,
Alex Dowsett,2015,Stage 11,-,-,-,-,-,-,-,6,6,
Alex Dowsett,2015,Stage 12,-,-,-,-,-,-,-,8,8,
Alex Dowsett,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Alex Dowsett,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 2,-,-,-,-,8,-,10,-,18,
Perrig Quemeneur,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 4,-,-,-,-,8,-,10,-,18,
Perrig Quemeneur,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 6,-,-,-,-,15,-,10,2,27,
Perrig Quemeneur,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 18,-,-,-,-,-,-,-,4,4,
Perrig Quemeneur,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Perrig Quemeneur,2015,Stage 21,-,-,-,-,-,-,-,4,4,
Perrig Quemeneur,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 1,40,12,-,-,-,-,-,-,52,
Wilco Kelderman,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 5,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 7,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 13,-,-,-,-,8,-,10,-,18,
Wilco Kelderman,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 15,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 20,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Stage 21,-,-,-,-,-,-,-,-,0,
Wilco Kelderman,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 2,-,-,-,-,-,-,-,6,6,
Lars Ytting Bak,2015,Stage 3,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 4,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 5,-,-,-,-,-,-,-,6,6,
Lars Ytting Bak,2015,Stage 6,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 7,-,-,-,-,-,-,-,4,4,
Lars Ytting Bak,2015,Stage 8,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 9,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 10,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 11,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 12,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 13,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 14,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 15,-,-,-,-,2,-,10,6,18,
Lars Ytting Bak,2015,Stage 16,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 17,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 18,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 19,-,-,-,-,-,-,-,-,0,
Lars Ytting Bak,2015,Stage 20,-,-,-,-,2,15,10,-,27,
Lars Ytting Bak,2015,Stage 21,-,-,-,-,-,-,-,6,6,
Lars Ytting Bak,2015,Final Classifications,-,-,-,-,-,-,-,-,0,
Luis Angel Mate Mardones,2015,Stage 1,-,-,-,-,-,-,-,-,0,
Luis Angel Mate Mardones,2015,Stage 2,-,-,-,-,-,-,-,-,0,
Luis Angel Mate Mardones,2015,Stage 3,-,-,-,-,-,-,-,-,0,
